"ciudad","periodo","año","mes","orden","semestre","apertura","rubro","mediana","mediapodada","cantidad_precios","ponderadorImplicito","variacion","incidencia","variacion_anual","incidencia_anual"
"Tucuman","2012-10",2012,10,130,"2012-IIS","Almacén-SinHarina","Almacén",133.36,135.64,2088,0.26,4.68,1.20,,
"Tucuman","2012-10",2012,10,200,"2012-IIS","Verdulería","Verdulería",96.16,95.67,929,0.19,-4.77,-0.97,,
"Tucuman","2012-10",2012,10,300,"2012-IIS","Carnicería","Carnicería",191.50,190.51,547,0.38,0.86,0.33,,
"Chaco","2012-11",2012,11,1,"2012-IIS","CBA","total",495.76,495.70,4862,1.00,4.11,4.11,,
"Chaco","2012-11",2012,11,100,"2012-IIS","Almacén","Almacén",210.58,212.88,3165,0.42,0.83,0.36,,
"Chaco","2012-11",2012,11,120,"2012-IIS","Almacén-ConHarina","Almacén",71.13,72.93,582,0.14,-0.52,-0.07,,
"Chaco","2012-11",2012,11,130,"2012-IIS","Almacén-SinHarina","Almacén",139.45,139.94,2583,0.28,1.54,0.44,,
"Chaco","2012-11",2012,11,200,"2012-IIS","Verdulería","Verdulería",109.03,108.94,1000,0.21,15.36,3.05,,
"Chaco","2012-11",2012,11,300,"2012-IIS","Carnicería","Carnicería",176.14,173.87,697,0.35,1.92,0.69,,
"Conurbano","2012-11",2012,11,1,"2012-IIS","CBA","total",541.91,541.93,7179,1.00,2.16,2.16,34.40,34.40
"Conurbano","2012-11",2012,11,100,"2012-IIS","Almacén","Almacén",232.76,235.31,4742,0.42,-1.31,-0.58,31.39,13.79
"Conurbano","2012-11",2012,11,120,"2012-IIS","Almacén-ConHarina","Almacén",86.61,90.11,763,0.15,-9.05,-1.62,22.46,3.94
"Conurbano","2012-11",2012,11,130,"2012-IIS","Almacén-SinHarina","Almacén",146.14,145.20,3979,0.26,3.92,1.03,37.32,9.85
"Conurbano","2012-11",2012,11,200,"2012-IIS","Verdulería","Verdulería",116.34,115.33,1409,0.21,11.45,2.25,80.09,12.83
"Conurbano","2012-11",2012,11,300,"2012-IIS","Carnicería","Carnicería",192.80,191.28,1028,0.35,1.38,0.49,19.41,7.77
"Mar del Plata","2012-11",2012,11,1,"2012-IIS","CBA","total",499.10,498.56,5387,1.00,4.42,4.42,,
"Mar del Plata","2012-11",2012,11,100,"2012-IIS","Almacén","Almacén",211.67,213.25,3789,0.42,3.50,1.49,,
"Mar del Plata","2012-11",2012,11,120,"2012-IIS","Almacén-ConHarina","Almacén",79.72,80.23,712,0.15,4.16,0.66,,
"Mar del Plata","2012-11",2012,11,130,"2012-IIS","Almacén-SinHarina","Almacén",131.95,133.02,3077,0.26,3.10,0.83,,
"Mar del Plata","2012-11",2012,11,200,"2012-IIS","Verdulería","Verdulería",106.50,106.43,1035,0.21,11.87,2.36,,
"Mar del Plata","2012-11",2012,11,300,"2012-IIS","Carnicería","Carnicería",180.92,178.87,563,0.36,1.51,0.56,,
"Salta","2012-11",2012,11,1,"2012-IIS","CBA","total",503.17,508.55,5101,1.00,2.56,2.56,,
"Salta","2012-11",2012,11,100,"2012-IIS","Almacén","Almacén",200.81,205.69,4015,0.39,2.14,0.86,,
"Salta","2012-11",2012,11,120,"2012-IIS","Almacén-ConHarina","Almacén",79.71,83.13,712,0.15,0.45,0.07,,
"Salta","2012-11",2012,11,130,"2012-IIS","Almacén-SinHarina","Almacén",121.10,122.55,3303,0.24,3.29,0.78,,
"Salta","2012-11",2012,11,200,"2012-IIS","Verdulería","Verdulería",93.09,94.23,749,0.18,4.08,0.74,,
"Salta","2012-11",2012,11,300,"2012-IIS","Carnicería","Carnicería",209.26,208.63,337,0.41,2.29,0.95,,
"Tucuman","2012-11",2012,11,1,"2012-IIS","CBA","total",496.90,499.37,4330,1.00,-0.30,-0.30,,
"Tucuman","2012-11",2012,11,100,"2012-IIS","Almacén","Almacén",217.30,216.19,2770,0.43,3.10,1.31,,
"Tucuman","2012-11",2012,11,120,"2012-IIS","Almacén-ConHarina","Almacén",80.64,79.39,506,0.16,4.19,0.65,,
"Tucuman","2012-11",2012,11,130,"2012-IIS","Almacén-SinHarina","Almacén",136.65,136.80,2264,0.27,2.46,0.65,,
"Tucuman","2012-11",2012,11,200,"2012-IIS","Verdulería","Verdulería",91.59,95.86,970,0.18,-4.75,-0.91,,
"Tucuman","2012-11",2012,11,300,"2012-IIS","Carnicería","Carnicería",188.00,187.31,590,0.37,-1.83,-0.70,,
"Chaco","2012-12",2012,12,1,"2012-IIS","CBA","total",518.33,517.90,4957,1.00,4.55,4.55,,
"Chaco","2012-12",2012,12,100,"2012-IIS","Almacén","Almacén",214.55,217.09,3289,0.41,1.88,0.80,,
"Chaco","2012-12",2012,12,120,"2012-IIS","Almacén-ConHarina","Almacén",72.54,73.90,625,0.13,1.98,0.28,,
"Chaco","2012-12",2012,12,130,"2012-IIS","Almacén-SinHarina","Almacén",142.01,143.18,2664,0.27,1.83,0.51,,
"Chaco","2012-12",2012,12,200,"2012-IIS","Verdulería","Verdulería",126.05,122.72,979,0.24,15.60,3.43,,
"Chaco","2012-12",2012,12,300,"2012-IIS","Carnicería","Carnicería",177.71,178.08,689,0.34,0.89,0.31,,
"Conurbano","2012-12",2012,12,1,"2012-IIS","CBA","total",548.72,553.51,7212,1.00,1.25,1.25,31.17,31.17
"Conurbano","2012-12",2012,12,100,"2012-IIS","Almacén","Almacén",240.60,242.20,4866,0.43,3.37,1.44,29.65,13.15
"Conurbano","2012-12",2012,12,120,"2012-IIS","Almacén-ConHarina","Almacén",96.22,96.56,859,0.17,11.08,1.77,24.87,4.58
"Conurbano","2012-12",2012,12,130,"2012-IIS","Almacén-SinHarina","Almacén",144.37,145.64,4007,0.26,-1.20,-0.32,33.05,8.57
"Conurbano","2012-12",2012,12,200,"2012-IIS","Verdulería","Verdulería",111.40,114.75,1402,0.20,-4.25,-0.91,72.25,11.17
"Conurbano","2012-12",2012,12,300,"2012-IIS","Carnicería","Carnicería",196.71,196.54,944,0.35,2.03,0.72,17.04,6.84
"Mar del Plata","2012-12",2012,12,1,"2012-IIS","CBA","total",503.34,508.16,5379,1.00,0.84,0.84,,
"Mar del Plata","2012-12",2012,12,100,"2012-IIS","Almacén","Almacén",211.91,216.55,3791,0.42,0.11,0.04,,
"Mar del Plata","2012-12",2012,12,120,"2012-IIS","Almacén-ConHarina","Almacén",77.60,81.25,728,0.15,-2.65,-0.42,,
"Mar del Plata","2012-12",2012,12,130,"2012-IIS","Almacén-SinHarina","Almacén",134.30,135.30,3063,0.26,1.78,0.47,,
"Mar del Plata","2012-12",2012,12,200,"2012-IIS","Verdulería","Verdulería",107.29,109.16,1058,0.21,0.74,0.15,,
"Mar del Plata","2012-12",2012,12,300,"2012-IIS","Carnicería","Carnicería",184.14,182.43,530,0.36,1.77,0.64,,
"Salta","2012-12",2012,12,1,"2012-IIS","CBA","total",510.40,513.14,4173,1.00,1.43,1.43,,
"Salta","2012-12",2012,12,100,"2012-IIS","Almacén","Almacén",210.76,211.14,3300,0.41,4.95,1.97,,
"Salta","2012-12",2012,12,120,"2012-IIS","Almacén-ConHarina","Almacén",84.65,84.90,590,0.16,6.20,0.98,,
"Salta","2012-12",2012,12,130,"2012-IIS","Almacén-SinHarina","Almacén",126.10,126.23,2710,0.24,4.12,0.99,,
"Salta","2012-12",2012,12,200,"2012-IIS","Verdulería","Verdulería",93.70,97.12,611,0.18,0.65,0.12,,
"Salta","2012-12",2012,12,300,"2012-IIS","Carnicería","Carnicería",205.93,204.87,262,0.40,-1.59,-0.66,,
"Tucuman","2012-12",2012,12,1,"2012-IIS","CBA","total",517.27,517.05,4385,1.00,4.10,4.10,,
"Tucuman","2012-12",2012,12,100,"2012-IIS","Almacén","Almacén",217.11,220.25,2823,0.41,-0.08,-0.03,,
"Tucuman","2012-12",2012,12,120,"2012-IIS","Almacén-ConHarina","Almacén",80.28,81.56,501,0.15,-0.45,-0.07,,
"Tucuman","2012-12",2012,12,130,"2012-IIS","Almacén-SinHarina","Almacén",136.83,138.68,2322,0.26,0.12,0.03,,
"Tucuman","2012-12",2012,12,200,"2012-IIS","Verdulería","Verdulería",107.63,104.90,999,0.20,17.50,3.22,,
"Tucuman","2012-12",2012,12,300,"2012-IIS","Carnicería","Carnicería",192.52,191.90,563,0.37,2.40,0.91,,
"Chaco","2013-1",2013,1,1,"2013-IS","CBA","total",525.26,523.56,4812,1.00,1.33,1.33,,
"Chaco","2013-1",2013,1,100,"2013-IS","Almacén","Almacén",229.32,228.32,3296,0.43,6.88,2.84,,
"Chaco","2013-1",2013,1,120,"2013-IS","Almacén-ConHarina","Almacén",80.76,79.58,632,0.15,11.33,1.58,,
"Chaco","2013-1",2013,1,130,"2013-IS","Almacén-SinHarina","Almacén",148.56,148.74,2664,0.28,4.60,1.26,,
"Chaco","2013-1",2013,1,200,"2013-IS","Verdulería","Verdulería",110.97,111.13,934,0.21,-11.96,-2.90,,
"Chaco","2013-1",2013,1,300,"2013-IS","Carnicería","Carnicería",184.96,184.10,582,0.35,4.07,1.39,,
"Conurbano","2013-1",2013,1,1,"2013-IS","CBA","total",550.79,554.14,5949,1.00,0.37,0.37,30.18,30.18
"Conurbano","2013-1",2013,1,100,"2013-IS","Almacén","Almacén",250.06,250.20,3960,0.45,3.93,1.72,31.24,14.07
"Conurbano","2013-1",2013,1,120,"2013-IS","Almacén-ConHarina","Almacén",102.50,102.82,665,0.18,6.52,1.14,30.49,5.66
"Conurbano","2013-1",2013,1,130,"2013-IS","Almacén-SinHarina","Almacén",147.55,147.37,3295,0.26,2.19,0.57,31.78,8.41
"Conurbano","2013-1",2013,1,200,"2013-IS","Verdulería","Verdulería",104.09,107.56,1175,0.18,-6.55,-1.33,57.18,8.95
"Conurbano","2013-1",2013,1,300,"2013-IS","Carnicería","Carnicería",196.64,196.37,814,0.35,-0.03,-0.01,18.22,7.16
"Mar del Plata","2013-1",2013,1,1,"2013-IS","CBA","total",514.93,517.88,5408,1.00,2.30,2.30,,
"Mar del Plata","2013-1",2013,1,100,"2013-IS","Almacén","Almacén",226.46,229.97,3784,0.43,6.86,2.89,,
"Mar del Plata","2013-1",2013,1,120,"2013-IS","Almacén-ConHarina","Almacén",85.95,89.19,718,0.16,10.75,1.65,,
"Mar del Plata","2013-1",2013,1,130,"2013-IS","Almacén-SinHarina","Almacén",140.51,140.77,3066,0.27,4.62,1.23,,
"Mar del Plata","2013-1",2013,1,200,"2013-IS","Verdulería","Verdulería",99.74,100.46,1069,0.19,-7.03,-1.49,,
"Mar del Plata","2013-1",2013,1,300,"2013-IS","Carnicería","Carnicería",188.72,187.44,555,0.36,2.48,0.91,,
"Salta","2013-1",2013,1,1,"2013-IS","CBA","total",517.31,524.18,3644,1.00,1.35,1.35,,
"Salta","2013-1",2013,1,100,"2013-IS","Almacén","Almacén",210.68,215.36,2944,0.40,-0.03,-0.01,,
"Salta","2013-1",2013,1,120,"2013-IS","Almacén-ConHarina","Almacén",82.63,84.56,529,0.15,-2.39,-0.39,,
"Salta","2013-1",2013,1,130,"2013-IS","Almacén-SinHarina","Almacén",128.05,130.79,2415,0.24,1.54,0.38,,
"Salta","2013-1",2013,1,200,"2013-IS","Verdulería","Verdulería",95.79,99.55,475,0.18,2.23,0.40,,
"Salta","2013-1",2013,1,300,"2013-IS","Carnicería","Carnicería",210.82,209.26,225,0.40,2.37,0.95,,
"Tucuman","2013-1",2013,1,1,"2013-IS","CBA","total",523.19,531.39,2893,1.00,1.14,1.14,,
"Tucuman","2013-1",2013,1,100,"2013-IS","Almacén","Almacén",227.36,230.49,1856,0.43,4.71,1.98,,
"Tucuman","2013-1",2013,1,120,"2013-IS","Almacén-ConHarina","Almacén",84.64,85.03,333,0.16,5.43,0.84,,
"Tucuman","2013-1",2013,1,130,"2013-IS","Almacén-SinHarina","Almacén",142.71,145.46,1523,0.27,4.29,1.13,,
"Tucuman","2013-1",2013,1,200,"2013-IS","Verdulería","Verdulería",103.43,107.11,598,0.19,-3.90,-0.81,,
"Tucuman","2013-1",2013,1,300,"2013-IS","Carnicería","Carnicería",192.40,193.77,439,0.36,-0.06,-0.02,,
"Chaco","2013-2",2013,2,1,"2013-IS","CBA","total",526.98,530.59,4799,1.00,0.32,0.32,,
"Chaco","2013-2",2013,2,100,"2013-IS","Almacén","Almacén",234.11,233.50,3229,0.44,2.08,0.91,,
"Chaco","2013-2",2013,2,120,"2013-IS","Almacén-ConHarina","Almacén",83.43,82.38,623,0.15,3.30,0.50,,
"Chaco","2013-2",2013,2,130,"2013-IS","Almacén-SinHarina","Almacén",150.68,151.12,2606,0.28,1.42,0.40,,
"Chaco","2013-2",2013,2,200,"2013-IS","Verdulería","Verdulería",103.67,105.38,930,0.19,-6.57,-1.38,,
"Chaco","2013-2",2013,2,300,"2013-IS","Carnicería","Carnicería",189.19,191.69,640,0.35,2.28,0.80,,
"Conurbano","2013-2",2013,2,1,"2013-IS","CBA","total",571.45,574.01,7506,1.00,3.74,3.74,31.12,31.12
"Conurbano","2013-2",2013,2,100,"2013-IS","Almacén","Almacén",255.42,259.02,5032,0.44,2.14,0.97,33.41,14.68
"Conurbano","2013-2",2013,2,120,"2013-IS","Almacén-ConHarina","Almacén",100.01,103.51,801,0.17,-2.42,-0.45,28.02,5.02
"Conurbano","2013-2",2013,2,130,"2013-IS","Almacén-SinHarina","Almacén",155.40,155.51,4231,0.27,5.32,1.42,37.13,9.65
"Conurbano","2013-2",2013,2,200,"2013-IS","Verdulería","Verdulería",112.65,114.50,1422,0.19,8.22,1.55,50.67,8.69
"Conurbano","2013-2",2013,2,300,"2013-IS","Carnicería","Carnicería",203.36,200.48,1052,0.35,3.41,1.22,19.91,7.74
"Mar del Plata","2013-2",2013,2,1,"2013-IS","CBA","total",531.62,529.35,5313,1.00,3.24,3.24,,
"Mar del Plata","2013-2",2013,2,100,"2013-IS","Almacén","Almacén",234.07,233.58,3715,0.44,3.35,1.47,,
"Mar del Plata","2013-2",2013,2,120,"2013-IS","Almacén-ConHarina","Almacén",91.08,91.34,694,0.17,5.97,0.99,,
"Mar del Plata","2013-2",2013,2,130,"2013-IS","Almacén-SinHarina","Almacén",142.98,142.23,3021,0.26,1.75,0.47,,
"Mar del Plata","2013-2",2013,2,200,"2013-IS","Verdulería","Verdulería",96.36,94.91,1066,0.18,-3.38,-0.65,,
"Mar del Plata","2013-2",2013,2,300,"2013-IS","Carnicería","Carnicería",201.18,200.84,532,0.37,6.60,2.42,,
"Salta","2013-2",2013,2,1,"2013-IS","CBA","total",536.77,541.18,4731,1.00,3.76,3.76,,
"Salta","2013-2",2013,2,100,"2013-IS","Almacén","Almacén",227.61,228.20,3741,0.42,8.03,3.27,,
"Salta","2013-2",2013,2,120,"2013-IS","Almacén-ConHarina","Almacén",95.73,96.78,673,0.17,15.85,2.53,,
"Salta","2013-2",2013,2,130,"2013-IS","Almacén-SinHarina","Almacén",131.87,131.41,3068,0.24,2.98,0.73,,
"Salta","2013-2",2013,2,200,"2013-IS","Verdulería","Verdulería",95.28,97.10,656,0.17,-0.53,-0.09,,
"Salta","2013-2",2013,2,300,"2013-IS","Carnicería","Carnicería",213.87,215.87,334,0.39,1.44,0.58,,
"Tucuman","2013-2",2013,2,1,"2013-IS","CBA","total",523.41,531.10,4413,1.00,0.04,0.04,,
"Tucuman","2013-2",2013,2,100,"2013-IS","Almacén","Almacén",231.41,233.80,2948,0.44,1.78,0.77,,
"Tucuman","2013-2",2013,2,120,"2013-IS","Almacén-ConHarina","Almacén",85.18,87.07,537,0.16,0.63,0.10,,
"Tucuman","2013-2",2013,2,130,"2013-IS","Almacén-SinHarina","Almacén",146.23,146.73,2411,0.27,2.46,0.67,,
"Tucuman","2013-2",2013,2,200,"2013-IS","Verdulería","Verdulería",95.78,100.92,901,0.18,-7.39,-1.46,,
"Tucuman","2013-2",2013,2,300,"2013-IS","Carnicería","Carnicería",196.21,196.36,564,0.37,1.97,0.72,,
"Chaco","2013-3",2013,3,1,"2013-IS","CBA","total",533.24,534.94,4763,1.00,1.18,1.18,,
"Chaco","2013-3",2013,3,100,"2013-IS","Almacén","Almacén",237.28,238.71,3132,0.44,1.35,0.60,,
"Chaco","2013-3",2013,3,120,"2013-IS","Almacén-ConHarina","Almacén",84.32,85.90,592,0.15,1.07,0.17,,
"Chaco","2013-3",2013,3,130,"2013-IS","Almacén-SinHarina","Almacén",152.96,152.80,2540,0.28,1.51,0.43,,
"Chaco","2013-3",2013,3,200,"2013-IS","Verdulería","Verdulería",106.36,105.47,989,0.19,2.59,0.51,,
"Chaco","2013-3",2013,3,300,"2013-IS","Carnicería","Carnicería",189.58,190.75,642,0.35,0.20,0.07,,
"Conurbano","2013-3",2013,3,1,"2013-IS","CBA","total",579.87,578.85,7755,1.00,1.47,1.47,25.90,25.90
"Conurbano","2013-3",2013,3,100,"2013-IS","Almacén","Almacén",265.00,262.91,5071,0.45,3.74,1.67,32.85,14.23
"Conurbano","2013-3",2013,3,120,"2013-IS","Almacén-ConHarina","Almacén",110.19,108.28,810,0.19,10.17,1.78,30.50,5.59
"Conurbano","2013-3",2013,3,130,"2013-IS","Almacén-SinHarina","Almacén",154.81,154.62,4261,0.26,-0.38,-0.10,34.58,8.63
"Conurbano","2013-3",2013,3,200,"2013-IS","Verdulería","Verdulería",106.47,107.58,1571,0.18,-5.48,-1.08,38.39,6.41
"Conurbano","2013-3",2013,3,300,"2013-IS","Carnicería","Carnicería",208.39,208.36,1113,0.35,2.47,0.87,13.14,5.25
"Mar del Plata","2013-3",2013,3,1,"2013-IS","CBA","total",525.88,527.53,5479,1.00,-1.07,-1.07,,
"Mar del Plata","2013-3",2013,3,100,"2013-IS","Almacén","Almacén",235.54,235.59,3894,0.44,0.63,0.27,,
"Mar del Plata","2013-3",2013,3,120,"2013-IS","Almacén-ConHarina","Almacén",92.52,93.22,723,0.17,1.57,0.26,,
"Mar del Plata","2013-3",2013,3,130,"2013-IS","Almacén-SinHarina","Almacén",143.02,142.36,3171,0.27,0.02,7.96861957614167e-03,,
"Mar del Plata","2013-3",2013,3,200,"2013-IS","Verdulería","Verdulería",90.53,91.64,1095,0.17,-6.04,-1.09,,
"Mar del Plata","2013-3",2013,3,300,"2013-IS","Carnicería","Carnicería",199.80,200.29,490,0.37,-0.68,-0.26,,
"Salta","2013-3",2013,3,1,"2013-IS","CBA","total",549.13,546.99,5152,1.00,2.30,2.30,,
"Salta","2013-3",2013,3,100,"2013-IS","Almacén","Almacén",230.27,231.53,3829,0.41,1.17,0.49,,
"Salta","2013-3",2013,3,120,"2013-IS","Almacén-ConHarina","Almacén",96.15,98.17,681,0.17,0.43,0.07,,
"Salta","2013-3",2013,3,130,"2013-IS","Almacén-SinHarina","Almacén",134.12,133.35,3148,0.24,1.70,0.41,,
"Salta","2013-3",2013,3,200,"2013-IS","Verdulería","Verdulería",93.60,92.90,961,0.17,-1.76,-0.31,,
"Salta","2013-3",2013,3,300,"2013-IS","Carnicería","Carnicería",225.24,222.54,362,0.41,5.31,2.11,,
"Tucuman","2013-3",2013,3,1,"2013-IS","CBA","total",546.32,547.09,4394,1.00,4.37,4.37,,
"Tucuman","2013-3",2013,3,100,"2013-IS","Almacén","Almacén",239.86,241.96,2769,0.43,3.64,1.61,,
"Tucuman","2013-3",2013,3,120,"2013-IS","Almacén-ConHarina","Almacén",92.18,93.04,507,0.16,8.21,1.33,,
"Tucuman","2013-3",2013,3,130,"2013-IS","Almacén-SinHarina","Almacén",147.67,148.92,2262,0.27,0.98,0.27,,
"Tucuman","2013-3",2013,3,200,"2013-IS","Verdulería","Verdulería",100.47,101.20,1025,0.18,4.88,0.89,,
"Tucuman","2013-3",2013,3,300,"2013-IS","Carnicería","Carnicería",205.98,203.91,600,0.37,4.98,1.86,,
"Chaco","2013-4",2013,4,1,"2013-IS","CBA","total",540.78,540.61,4840,1.00,1.41,1.41,,
"Chaco","2013-4",2013,4,100,"2013-IS","Almacén","Almacén",239.59,240.64,3135,0.44,0.97,0.43,,
"Chaco","2013-4",2013,4,120,"2013-IS","Almacén-ConHarina","Almacén",86.46,86.87,604,0.15,2.52,0.40,,
"Chaco","2013-4",2013,4,130,"2013-IS","Almacén-SinHarina","Almacén",153.13,153.77,2531,0.28,0.11,0.03,,
"Chaco","2013-4",2013,4,200,"2013-IS","Verdulería","Verdulería",112.69,112.21,1048,0.20,5.95,1.18,,
"Chaco","2013-4",2013,4,300,"2013-IS","Carnicería","Carnicería",188.49,187.75,657,0.34,-0.57,-0.20,,
"Conurbano","2013-4",2013,4,1,"2013-IS","CBA","total",570.27,572.93,5168,1.00,-1.65,-1.65,18.40,18.40
"Conurbano","2013-4",2013,4,100,"2013-IS","Almacén","Almacén",264.39,265.28,3525,0.46,-0.22,-0.10,24.27,10.72
"Conurbano","2013-4",2013,4,120,"2013-IS","Almacén-ConHarina","Almacén",107.29,108.73,599,0.18,-2.62,-0.49,24.34,4.36
"Conurbano","2013-4",2013,4,130,"2013-IS","Almacén-SinHarina","Almacén",157.09,156.55,2926,0.27,1.47,0.39,24.23,6.36
"Conurbano","2013-4",2013,4,200,"2013-IS","Verdulería","Verdulería",100.77,103.45,969,0.17,-5.35,-0.98,29.34,4.74
"Conurbano","2013-4",2013,4,300,"2013-IS","Carnicería","Carnicería",205.10,204.18,674,0.35,-1.57,-0.56,7.40,2.93
"Mar del Plata","2013-4",2013,4,1,"2013-IS","CBA","total",529.67,531.59,5224,1.00,0.72,0.72,,
"Mar del Plata","2013-4",2013,4,100,"2013-IS","Almacén","Almacén",239.15,239.40,3592,0.45,1.53,0.68,,
"Mar del Plata","2013-4",2013,4,120,"2013-IS","Almacén-ConHarina","Almacén",94.02,92.80,680,0.17,1.62,0.28,,
"Mar del Plata","2013-4",2013,4,130,"2013-IS","Almacén-SinHarina","Almacén",145.12,146.60,2912,0.27,1.47,0.39,,
"Mar del Plata","2013-4",2013,4,200,"2013-IS","Verdulería","Verdulería",90.12,92.42,1121,0.17,-0.45,-0.07,,
"Mar del Plata","2013-4",2013,4,300,"2013-IS","Carnicería","Carnicería",200.40,199.76,511,0.37,0.30,0.11,,
"Salta","2013-4",2013,4,1,"2013-IS","CBA","total",542.63,546.82,4089,1.00,-1.18,-1.18,,
"Salta","2013-4",2013,4,100,"2013-IS","Almacén","Almacén",235.09,237.19,2956,0.43,2.09,0.87,,
"Salta","2013-4",2013,4,120,"2013-IS","Almacén-ConHarina","Almacén",99.75,100.42,535,0.18,3.74,0.65,,
"Salta","2013-4",2013,4,130,"2013-IS","Almacén-SinHarina","Almacén",135.34,136.76,2421,0.24,0.91,0.22,,
"Salta","2013-4",2013,4,200,"2013-IS","Verdulería","Verdulería",91.61,92.47,815,0.16,-2.12,-0.36,,
"Salta","2013-4",2013,4,300,"2013-IS","Carnicería","Carnicería",215.92,217.15,318,0.39,-4.14,-1.69,,
"Tucuman","2013-4",2013,4,1,"2013-IS","CBA","total",551.85,559.62,4223,1.00,1.01,1.01,,
"Tucuman","2013-4",2013,4,100,"2013-IS","Almacén","Almacén",247.37,249.53,2669,0.44,3.13,1.37,,
"Tucuman","2013-4",2013,4,120,"2013-IS","Almacén-ConHarina","Almacén",93.66,95.97,447,0.16,1.60,0.27,,
"Tucuman","2013-4",2013,4,130,"2013-IS","Almacén-SinHarina","Almacén",153.71,153.55,2222,0.27,4.08,1.10,,
"Tucuman","2013-4",2013,4,200,"2013-IS","Verdulería","Verdulería",98.46,103.23,973,0.17,-1.99,-0.36,,
